num processes,multi-tile strategy,single-image strategy,tiles x,tiles y,width,height,transparent,interlacing,collection,max image split,frame,render time,buffer read time,buffer write time,compress time,blend time,draw time,composite time,collect time,bytes sent,frame time
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,32,0.034669,0,0,0.0011,0.001076,0.107357,0.072698,0.063261,1578200592,0.108499
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,33,0.034942,0,0,0.001103,0.000755,0.119695,0.084763,0.076415,1484643424,0.120838
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,34,0.033701,0,0,0.001102,0.000822,0.109667,0.075975,0.064514,1473598728,0.110806
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,35,0.031009,0,0,0.001107,0.001218,0.090604,0.059605,0.047707,1424584744,0.091743
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,36,0.024498,0,0,0.001045,0.000825,0.086675,0.062187,0.049575,1544112152,0.087819
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,37,0.035874,0,0,0.001052,0.000884,0.111308,0.075442,0.065181,1612207096,0.112447
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,38,0.020711,0,0,0.00112,0.00177,0.107805,0.087102,0.080148,1250623104,0.108945
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,39,0.020314,0,0,0.001139,0.001768,0.081548,0.061244,0.051767,1192938512,0.082689
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,40,0.026204,0,0,0.001123,0.000871,0.094859,0.068666,0.055809,1472738456,0.095998
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,41,0.020357,0,0,0.000971,0.000539,0.110821,0.090472,0.083526,1176144816,0.111959
8192,Sequential,radix-k 4,1,1,2048,2048,yes,yes,yes,512,42,0.02783,0,0,0.00108,0.000979,0.084913,0.057091,0.045694,1385013568,0.086053
