num processes,multi-tile strategy,single-image strategy,tiles x,tiles y,interlacing,collection,frame,render time,buffer read time,buffer write time,compress time,blend time,draw time,composite time,collect time,bytes sent,frame time,IceT Version
2048,Sequential,radix-k 4,1,1,no,no,49,0.078754,0,0,0.00017,0.000292,0.130759,0.052006,0,978933968,0.131094,Original
2048,Sequential,radix-k 4,1,1,no,no,50,0.063742,0,0,0.000171,0.000272,0.114919,0.051179,0,817377388,0.115252,Original
2048,Sequential,radix-k 4,1,1,no,no,51,0.067624,0,0,0.000167,0.000258,0.114681,0.047059,0,909691456,0.115016,Original
2048,Sequential,radix-k 4,1,1,no,no,52,0.062698,0,0,0.000158,0.000291,0.111078,0.048381,0,827773700,0.111411,Original
2048,Sequential,radix-k 4,1,1,no,no,53,0.069076,0,0,0.000167,0.000302,0.120289,0.051215,0,831371244,0.120623,Original
2048,Sequential,radix-k 4,1,1,no,no,54,0.053738,0,0,0.000157,0.000226,0.101089,0.047352,0,683406120,0.101459,Original
2048,Sequential,radix-k 4,1,1,no,no,55,0.083543,0,0,0.000172,0.00037,0.129711,0.04617,0,745809292,0.130042,Original
2048,Sequential,radix-k 4,1,1,no,no,56,0.080016,0,0,0.000172,0.000313,0.141866,0.06185,0,951789552,0.1422,Original
2048,Sequential,radix-k 4,1,1,no,no,57,0.089823,0,0,0.000175,0.000373,0.136444,0.046623,0,834091904,0.136779,Original
2048,Sequential,radix-k 4,1,1,no,no,58,0.113233,0,0,0.000171,0.000331,0.168966,0.055735,0,975437712,0.1693,Original
2048,Sequential,radix-k 4,1,1,no,no,59,0.062224,0,0,0.000158,0.000186,0.111947,0.049725,0,694741044,0.112282,Original
2048,Sequential,radix-k 4,1,1,no,no,60,0.076432,0,0,0.000157,0.000294,0.132256,0.055826,0,895573184,0.132587,Original
2048,Sequential,radix-k 4,1,1,no,no,61,0.088229,0,0,0.000172,0.000323,0.14712,0.058894,0,961888788,0.147488,Original
2048,Sequential,radix-k 4,1,1,no,no,62,0.088115,0,0,0.00017,0.000306,0.152182,0.064068,0,982235168,0.152515,Original
2048,Sequential,radix-k 4,1,1,no,no,63,0.104282,0,0,0.000175,0.000297,0.158231,0.053951,0,888407548,0.158564,Original
2048,Sequential,radix-k 4,1,1,no,no,64,0.05657,0,0,0.000156,0.000285,0.103396,0.046829,0,759527608,0.103767,Original
2048,Sequential,radix-k 4,1,1,no,no,65,0.075194,0,0,0.000164,0.000304,0.121495,0.046304,0,874579764,0.12183,Original
2048,Sequential,radix-k 4,1,1,no,no,66,0.051471,0,0,0.000165,0.000197,0.0917,0.040232,0,560866008,0.092034,Original
2048,Sequential,radix-k 4,1,1,no,no,67,0.07958,0,0,0.00016,0.000303,0.142099,0.062521,0,944305416,0.142433,Original
2048,Sequential,radix-k 4,1,1,no,no,68,0.061006,0,0,0.00017,0.000257,0.104984,0.043981,0,703178760,0.105318,Original
